"inventory_id","film_id","title","total_rentals_duration_in_hours","percentual_occupation_ratio"
2313,502,"Knock Warlock","459","19.10"
3998,870,"Swarm Gold","459","19.10"
853,187,"Cranes Reservoir","459","19.10"
53,11,"Alamo Videotape","459","19.10"
143,29,"Antitrust Tomatoes","459","19.10"
2339,508,"Lambs Cincinatti","459","19.10"
1356,299,"Factory Dragon","459","19.10"
3506,767,"Scalawag Duck","459","19.10"
753,165,"Coldblooded Darling","459","19.10"
3783,828,"Spiking Element","459","19.10"
3549,776,"Secret Groundhog","459","19.10"
197,44,"Attacks Hate","459","19.10"
3890,850,"Story Side","459","19.10"
793,173,"Confessions Maguire","458","19.06"
133,26,"Annie Identity","458","19.06"
398,88,"Born Spinal","458","19.06"
4331,944,"Virgin Daisy","458","19.06"
1129,250,"Dragon Squad","458","19.06"
2721,597,"Moonwalker Fool","458","19.06"
3579,783,"Shane Darkness","458","19.06"
3853,843,"Steel Santa","458","19.06"
2241,484,"Jerk Paycheck","458","19.06"
2699,592,"Monster Spartacus","458","19.06"
1939,421,"Holiday Games","458","19.06"
3958,863,"Sun Confessions","458","19.06"
2466,539,"Luck Opus","457","19.02"
3796,831,"Spirited Casualties","457","19.02"
2169,468,"Invasion Cyclone","457","19.02"
2794,614,"Name Detective","457","19.02"
313,70,"Bikini Borrowers","457","19.02"
2897,637,"Open African","457","19.02"
650,141,"Chicago North","456","18.98"
4332,944,"Virgin Daisy","456","18.98"
1998,435,"Hotel Happiness","456","18.98"
2861,627,"North Tequila","456","18.98"
2933,644,"Oscar Gold","456","18.98"
2480,544,"Madison Trap","456","18.98"
3467,760,"Samurai Lion","456","18.98"
4073,888,"Thin Sagebrush","456","18.98"
2261,489,"Juggler Hardly","456","18.98"
3706,810,"Slums Duck","456","18.98"
2464,538,"Loverboy Attacks","456","18.98"
1502,329,"Forrest Sons","456","18.98"
1620,354,"Ghost Groundhog","456","18.98"
328,73,"Bingo Talented","456","18.98"
1644,358,"Gilmore Boiled","455","18.93"
2009,437,"House Dynamite","455","18.93"
4394,960,"Wars Pluto","455","18.93"
2265,489,"Juggler Hardly","455","18.93"
2255,488,"Joon Northwest","455","18.93"
2470,541,"Luke Mummy","455","18.93"
1736,378,"Greatest North","455","18.93"
168,37,"Arizona Bang","455","18.93"
2626,575,"Midsummer Groundhog","455","18.93"
4306,938,"Velvet Terminator","455","18.93"
583,127,"Cat Coneheads","455","18.93"
3780,827,"Spice Sorority","454","18.89"
3792,830,"Spirit Flintstones","454","18.89"
636,138,"Chariots Conspiracy","454","18.89"
2055,446,"Hysterical Grail","454","18.89"
46,10,"Aladdin Calendar","454","18.89"
656,142,"Chicken Hellfighters","454","18.89"
2720,596,"Moonshine Cabin","454","18.89"
1257,278,"Elf Murder","454","18.89"
1452,319,"Fish Opus","454","18.89"
831,181,"Contact Anonymous","454","18.89"
4316,940,"Victory Academy","454","18.89"
1189,265,"Dying Maker","453","18.85"
385,85,"Bonnie Holocaust","453","18.85"
3666,803,"Slacker Liaisons","453","18.85"
3739,818,"Something Duck","453","18.85"
3357,737,"Rock Instinct","453","18.85"
1746,379,"Greedy Roots","453","18.85"
2001,436,"Hours Rage","453","18.85"
2580,565,"Matrix Snowman","453","18.85"
3929,857,"Strictly Scarface","453","18.85"
4567,998,"Zhivago Core","453","18.85"
1777,385,"Groundhog Uncut","453","18.85"
1526,334,"Freddy Storm","452","18.81"
3054,670,"Pelican Comforts","452","18.81"
4542,991,"Worst Banger","452","18.81"
353,78,"Blackout Private","452","18.81"
3686,806,"Sleepy Japanese","452","18.81"
2488,545,"Madness Attacks","452","18.81"
1779,387,"Gun Bonnie","452","18.81"
1376,302,"Fantasia Park","452","18.81"
1497,328,"Forever Candidate","452","18.81"
3573,782,"Shakespeare Saddle","452","18.81"
4363,951,"Voyage Legally","452","18.81"
3148,691,"Poseidon Forever","452","18.81"
1937,421,"Holiday Games","452","18.81"
2751,603,"Movie Shakespeare","451","18.77"
1795,390,"Guys Falcon","451","18.77"
970,216,"Day Unfaithful","451","18.77"
1246,275,"Egypt Tenenbaums","451","18.77"
2515,553,"Maker Gables","451","18.77"
2972,651,"Packer Madigan","451","18.77"
2928,644,"Oscar Gold","451","18.77"
2838,623,"Newton Labyrinth","451","18.77"
4521,987,"Words Hunter","451","18.77"
2105,456,"Inch Jet","451","18.77"
3509,768,"Scarface Bang","451","18.77"
3108,683,"Pity Bound","451","18.77"
1543,338,"Frisco Forrest","451","18.77"
3901,851,"Straight Hours","451","18.77"
61,12,"Alaska Phantom","451","18.77"
3651,797,"Silence Kane","450","18.73"
2690,590,"Money Harold","450","18.73"
4500,982,"Women Dorado","450","18.73"
3616,790,"Shootist Superfly","450","18.73"
1940,422,"Hollow Jeopardy","450","18.73"
1963,428,"Homicide Peach","449","18.68"
4484,979,"Witches Panic","449","18.68"
1417,310,"Fever Empire","449","18.68"
4135,898,"Tourist Pelican","449","18.68"
4185,911,"Trip Newton","449","18.68"
2624,575,"Midsummer Groundhog","449","18.68"
1273,282,"Encounters Curtain","449","18.68"
468,103,"Bucket Brotherhood","449","18.68"
3575,782,"Shakespeare Saddle","449","18.68"
264,59,"Bear Graceland","449","18.68"
563,122,"Carrie Bunch","449","18.68"
3149,691,"Poseidon Forever","449","18.68"
4327,942,"Vietnam Smoochy","449","18.68"
3119,686,"Pluto Oleander","449","18.68"
384,85,"Bonnie Holocaust","448","18.64"
3499,767,"Scalawag Duck","448","18.64"
155,32,"Apocalypse Flamingos","448","18.64"
3375,740,"Rollercoaster Bringing","448","18.64"
4576,1000,"Zorro Ark","448","18.64"
581,127,"Cat Coneheads","448","18.64"
294,67,"Berets Agent","448","18.64"
4397,961,"Wash Heavenly","448","18.64"
2389,521,"Lies Treatment","448","18.64"
19,4,"Affair Prejudice","448","18.64"
2324,504,"Kwai Homeward","447","18.60"
2213,479,"Jedi Beneath","447","18.60"
1344,296,"Express Lonely","447","18.60"
659,143,"Chill Luck","447","18.60"
3170,696,"Pride Alamo","447","18.60"
4206,914,"Trouble Date","447","18.60"
547,119,"Caper Motions","447","18.60"
278,62,"Bed Highball","447","18.60"
3568,780,"Sensibility Rear","447","18.60"
4453,973,"Wife Turn","446","18.56"
286,64,"Beethoven Exorcist","446","18.56"
2981,653,"Panic Club","446","18.56"
3483,763,"Satisfaction Confidential","446","18.56"
122,24,"Analyze Hoosiers","446","18.56"
703,154,"Clash Freddy","446","18.56"
1665,363,"Go Purple","446","18.56"
333,73,"Bingo Talented","446","18.56"
2919,641,"Orange Grapes","445","18.52"
1482,324,"Flintstones Happiness","445","18.52"
3968,864,"Sundance Invasion","445","18.52"
2715,596,"Moonshine Cabin","445","18.52"
3699,809,"Slipper Fidelity","445","18.52"
1043,233,"Disciple Mother","444","18.48"
4417,966,"Wedding Apollo","444","18.48"
2780,610,"Music Boondock","444","18.48"
1986,433,"Horn Working","444","18.48"
571,123,"Casablanca Super","444","18.48"
2932,644,"Oscar Gold","444","18.48"
3492,765,"Saturn Name","443","18.44"
1999,435,"Hotel Happiness","443","18.44"
2434,531,"Lose Inch","443","18.44"
854,188,"Crazy Home","443","18.44"
3610,789,"Shock Cabin","443","18.44"
3417,748,"Rugrats Shakespeare","443","18.44"
3244,714,"Random Go","443","18.44"
2980,653,"Panic Club","443","18.44"
819,179,"Conquerer Nuts","442","18.39"
1056,235,"Divide Monster","442","18.39"
794,173,"Confessions Maguire","442","18.39"
1454,319,"Fish Opus","442","18.39"
4390,959,"Warlock Werewolf","442","18.39"
2175,469,"Iron Moon","442","18.39"
2961,649,"Oz Liaisons","442","18.39"
3350,736,"Robbery Bright","442","18.39"
2376,518,"Liaisons Sweet","442","18.39"
3521,771,"Scorpion Apollo","441","18.35"
481,106,"Bulworth Commandments","441","18.35"
1607,351,"Gaslight Crusade","441","18.35"
2472,542,"Lust Lock","441","18.35"
2853,625,"None Spiking","441","18.35"
49,10,"Aladdin Calendar","441","18.35"
764,167,"Coma Head","441","18.35"
389,86,"Boogie Amelie","440","18.31"
4550,993,"Wrong Behavior","440","18.31"
4399,961,"Wash Heavenly","440","18.31"
2489,545,"Madness Attacks","440","18.31"
4393,960,"Wars Pluto","439","18.27"
1957,427,"Homeward Cider","439","18.27"
3804,833,"Splendor Patton","439","18.27"
3250,715,"Range Moonwalker","439","18.27"
4052,882,"Tenenbaums Command","439","18.27"
711,155,"Cleopatra Devil","439","18.27"
2863,627,"North Tequila","439","18.27"
2837,622,"Newsies Story","439","18.27"
4022,876,"Tarzan Videotape","438","18.23"
3320,730,"Ridgemont Submarine","438","18.23"
3093,680,"Pinocchio Simon","438","18.23"
2183,471,"Island Exorcist","438","18.23"
2122,460,"Innocent Usual","437","18.19"
1518,331,"Forward Temple","437","18.19"
1816,395,"Handicap Boondock","437","18.19"
3588,785,"Shawshank Bubble","437","18.19"
1577,346,"Galaxy Sweethearts","437","18.19"
2742,601,"Moulin Wake","437","18.19"
2216,479,"Jedi Beneath","436","18.14"
1715,374,"Graffiti Love","436","18.14"
166,35,"Arachnophobia Rollercoaster","436","18.14"
1972,430,"Hook Chariots","436","18.14"
237,54,"Banger Pinocchio","436","18.14"
1640,358,"Gilmore Boiled","436","18.14"
4564,996,"Young Language","436","18.14"
2710,595,"Moon Bunch","436","18.14"
1846,402,"Harper Dying","436","18.14"
1339,295,"Expendable Stallion","436","18.14"
3834,840,"Stampede Disturbing","435","18.10"
2441,532,"Loser Hustler","435","18.10"
499,111,"Caddyshack Jedi","435","18.10"
4023,876,"Tarzan Videotape","435","18.10"
3655,798,"Silverado Goldfinger","435","18.10"
96,19,"Amadeus Holy","435","18.10"
2277,492,"Jungle Closer","435","18.10"
4064,886,"Theory Mermaid","435","18.10"
4227,919,"Tycoon Gathering","434","18.06"
2062,447,"Ice Crossing","434","18.06"
754,165,"Coldblooded Darling","434","18.06"
706,154,"Clash Freddy","434","18.06"
746,163,"Clyde Theory","434","18.06"
1994,434,"Horror Reign","434","18.06"
3898,851,"Straight Hours","434","18.06"
2462,538,"Loverboy Attacks","434","18.06"
561,122,"Carrie Bunch","434","18.06"
2327,505,"Labyrinth League","434","18.06"
759,166,"Color Philadelphia","434","18.06"
3456,758,"Saints Bride","434","18.06"
2000,436,"Hours Rage","434","18.06"
591,129,"Cause Date","434","18.06"
482,106,"Bulworth Commandments","434","18.06"
1458,319,"Fish Opus","434","18.06"
3691,807,"Sleuth Orient","433","18.02"
2603,571,"Metal Armageddon","433","18.02"
4556,994,"Wyoming Storm","433","18.02"
776,169,"Comforts Rush","433","18.02"
2007,437,"House Dynamite","433","18.02"
2497,548,"Magnificent Chitty","433","18.02"
1269,281,"Encino Elf","432","17.98"
3451,757,"Sagebrush Clueless","432","17.98"
1742,378,"Greatest North","432","17.98"
1105,245,"Double Wrath","432","17.98"
1055,235,"Divide Monster","432","17.98"
41,9,"Alabama Devil","432","17.98"
3427,751,"Runaway Tenenbaums","432","17.98"
3462,759,"Salute Apollo","432","17.98"
1568,344,"Fury Murder","432","17.98"
3611,789,"Shock Cabin","432","17.98"
1185,263,"Durham Panky","432","17.98"
2403,525,"Loathing Legally","432","17.98"
1144,253,"Drifter Commandments","431","17.94"
752,164,"Coast Rainbow","431","17.94"
4440,970,"Westward Seabiscuit","431","17.94"
2171,468,"Invasion Cyclone","431","17.94"
2307,501,"Kissing Dolls","431","17.94"
603,131,"Center Dinosaur","431","17.94"
4392,960,"Wars Pluto","431","17.94"
2448,534,"Louisiana Harry","431","17.94"
1826,397,"Hanky October","431","17.94"
520,115,"Campus Remember","431","17.94"
4581,1000,"Zorro Ark","431","17.94"
1207,268,"Early Home","431","17.94"
116,23,"Anaconda Confessions","431","17.94"
3536,773,"Seabiscuit Punk","431","17.94"
1962,428,"Homicide Peach","431","17.94"
1157,255,"Driving Polish","430","17.89"
203,45,"Attraction Newton","430","17.89"
1134,251,"Dragonfly Strangers","430","17.89"
14,3,"Adaptation Holes","430","17.89"
3331,733,"River Outlaw","430","17.89"
2642,579,"Minds Truman","430","17.89"
1778,387,"Gun Bonnie","430","17.89"
2270,491,"Jumping Wrath","430","17.89"
3879,848,"Stone Fire","430","17.89"
3922,856,"Streetcar Intentions","430","17.89"
492,109,"Butterfly Chocolat","430","17.89"
3246,715,"Range Moonwalker","430","17.89"
4175,908,"Trap Guys","430","17.89"
1258,279,"Elizabeth Shane","429","17.85"
134,26,"Annie Identity","429","17.85"
3793,830,"Spirit Flintstones","429","17.85"
2394,523,"Lights Deer","429","17.85"
1748,380,"Greek Everyone","429","17.85"
1906,415,"High Encino","429","17.85"
1143,253,"Drifter Commandments","429","17.85"
2719,596,"Moonshine Cabin","429","17.85"
2440,532,"Loser Hustler","429","17.85"
1061,236,"Divine Resurrection","429","17.85"
3593,785,"Shawshank Bubble","429","17.85"
277,61,"Beauty Grease","429","17.85"
1075,239,"Dogma Family","429","17.85"
1466,321,"Flash Wars","429","17.85"
3471,760,"Samurai Lion","429","17.85"
2845,624,"Nightmare Chill","428","17.81"
4423,967,"Weekend Personal","428","17.81"
2989,655,"Panther Reds","428","17.81"
3124,687,"Pocus Pulp","428","17.81"
4323,941,"Videotape Arsenic","428","17.81"
3900,851,"Straight Hours","428","17.81"
95,19,"Amadeus Holy","428","17.81"
2425,529,"Lonely Elephant","428","17.81"
4341,946,"Virtual Spoilers","428","17.81"
56,11,"Alamo Videotape","428","17.81"
1637,357,"Gilbert Pelican","428","17.81"
1220,270,"Earth Vision","427","17.77"
4569,999,"Zoolander Fiction","427","17.77"
1480,324,"Flintstones Happiness","427","17.77"
401,89,"Borrowers Bedazzled","427","17.77"
2287,496,"Kick Savannah","427","17.77"
2806,616,"National Story","427","17.77"
2588,568,"Memento Zoolander","427","17.77"
3294,725,"Requiem Tycoon","427","17.77"
1138,252,"Dream Pickup","427","17.77"
4234,920,"Unbreakable Karate","427","17.77"
3025,664,"Patriot Roman","427","17.77"
3085,678,"Pickup Driving","426","17.73"
2260,489,"Juggler Hardly","426","17.73"
238,54,"Banger Pinocchio","426","17.73"
308,69,"Beverly Outlaw","426","17.73"
3884,849,"Storm Happiness","426","17.73"
3974,865,"Sunrise League","426","17.73"
1226,272,"Edge Kissing","426","17.73"
1394,305,"Fatal Haunted","426","17.73"
2332,506,"Lady Stage","426","17.73"
2098,455,"Impossible Prejudice","426","17.73"
2124,460,"Innocent Usual","426","17.73"
416,91,"Bound Cheaper","426","17.73"
4348,948,"Voice Peach","426","17.73"
3257,716,"Reap Unfaithful","425","17.69"
2983,654,"Panky Submarine","425","17.69"
1835,398,"Hanover Galaxy","425","17.69"
2174,469,"Iron Moon","425","17.69"
2819,619,"Neighbors Charade","425","17.69"
1786,388,"Gunfight Moon","425","17.69"
2997,657,"Paradise Sabrina","425","17.69"
3678,804,"Sleeping Suspects","425","17.69"
4133,898,"Tourist Pelican","425","17.69"
3797,832,"Splash Gump","425","17.69"
3626,791,"Show Lord","425","17.69"
3392,744,"Roots Remember","424","17.64"
2518,554,"Malkovich Pet","424","17.64"
3007,660,"Party Knock","424","17.64"
130,26,"Annie Identity","424","17.64"
299,67,"Berets Agent","424","17.64"
478,105,"Bull Shawshank","424","17.64"
3874,847,"Stock Glass","424","17.64"
1184,263,"Durham Panky","424","17.64"
2003,436,"Hours Rage","424","17.64"
4242,922,"Undefeated Dalmations","424","17.64"
4121,896,"Tootsie Pilot","423","17.60"
3312,729,"Rider Caddyshack","423","17.60"
2037,443,"Hurricane Affair","423","17.60"
1411,309,"Feud Frogmen","423","17.60"
2085,452,"Illusion Amelie","423","17.60"
2890,634,"Odds Boogie","423","17.60"
2075,450,"Idols Snatchers","422","17.56"
2996,657,"Paradise Sabrina","422","17.56"
3147,691,"Poseidon Forever","422","17.56"
3011,661,"Past Suicides","422","17.56"
3861,845,"Stepmom Dream","422","17.56"
2905,638,"Operation Operation","422","17.56"
4408,963,"Watch Tracy","422","17.56"
3382,743,"Room Roman","421","17.52"
1133,251,"Dragonfly Strangers","421","17.52"
3681,805,"Sleepless Monsoon","420","17.48"
4193,912,"Trojan Tomorrow","420","17.48"
2691,590,"Money Harold","420","17.48"
1170,259,"Duck Racer","419","17.44"
2391,521,"Lies Treatment","419","17.44"
1902,414,"Hellfighters Sierra","419","17.44"
2495,547,"Magic Mallrats","419","17.44"
4286,933,"Vampire Whale","417","17.35"
2963,649,"Oz Liaisons","417","17.35"
110,22,"Amistad Midsummer","416","17.31"
600,131,"Center Dinosaur","416","17.31"
2684,589,"Modern Dorado","416","17.31"
240,54,"Banger Pinocchio","416","17.31"
369,81,"Blindness Gun","416","17.31"
465,103,"Bucket Brotherhood","416","17.31"
1012,227,"Details Packer","416","17.31"
360,79,"Blade Polish","415","17.27"
1917,417,"Hills Neighbors","415","17.27"
3840,841,"Star Operation","415","17.27"
3141,690,"Pond Seattle","415","17.27"
190,43,"Atlantis Cause","415","17.27"
3532,773,"Seabiscuit Punk","415","17.27"
1877,409,"Heartbreakers Bright","415","17.27"
2731,599,"Mother Oleander","415","17.27"
173,37,"Arizona Bang","415","17.27"
3865,845,"Stepmom Dream","414","17.23"
276,61,"Beauty Grease","414","17.23"
1604,351,"Gaslight Crusade","414","17.23"
4129,897,"Torque Bound","414","17.23"
506,112,"Calendar Gunfight","414","17.23"
2069,449,"Identity Lover","414","17.23"
480,105,"Bull Shawshank","414","17.23"
779,170,"Command Darling","414","17.23"
3428,752,"Runner Madigan","414","17.23"
2929,644,"Oscar Gold","414","17.23"
1195,266,"Dynamite Tarzan","414","17.23"
768,167,"Coma Head","414","17.23"
1756,381,"Grinch Massage","414","17.23"
1599,350,"Garden Island","413","17.19"
4439,970,"Westward Seabiscuit","413","17.19"
3630,792,"Shrek License","413","17.19"
1552,341,"Frost Head","413","17.19"
205,45,"Attraction Newton","413","17.19"
4343,946,"Virtual Spoilers","413","17.19"
2125,460,"Innocent Usual","413","17.19"
4003,871,"Sweden Shining","413","17.19"
4546,992,"Wrath Mile","413","17.19"
1695,369,"Goodfellas Salute","413","17.19"
4362,951,"Voyage Legally","412","17.15"
132,26,"Annie Identity","412","17.15"
463,102,"Bubble Grosse","412","17.15"
895,199,"Cupboard Sinners","412","17.15"
1031,231,"Dinosaur Secretary","412","17.15"
4132,897,"Torque Bound","412","17.15"
2729,599,"Mother Oleander","412","17.15"
1263,280,"Empire Malkovich","412","17.15"
2281,494,"Karate Moon","412","17.15"
825,181,"Contact Anonymous","411","17.10"
911,202,"Daddy Pittsburgh","411","17.10"
4435,970,"Westward Seabiscuit","411","17.10"
2253,487,"Jingle Sagebrush","411","17.10"
904,200,"Curtain Videotape","411","17.10"
4184,911,"Trip Newton","411","17.10"
2800,615,"Nash Chocolat","411","17.10"
1237,274,"Egg Igby","411","17.10"
6,1,"Academy Dinosaur","411","17.10"
354,78,"Blackout Private","411","17.10"
3562,778,"Secrets Paradise","411","17.10"
2810,617,"Natural Stock","411","17.10"
3724,814,"Snatch Slipper","411","17.10"
3269,720,"Redemption Comforts","411","17.10"
